Simples,Novo,Hwloc,Matriz
249.584,193.424,657.011,96.097
251.9,195.848,658.556,97.8863
250.228,195.311,654.595,99.576
251.061,195.933,663.085,98.3366
254.169,195.76,651.217,97.3135
255.799,194.966,655.035,96.4752
247.959,200.216,659.598,96.736
249.501,192.857,656.028,97.6284
253.965,195.068,670.806,96.7402
252.218,192.439,651.179,96.2196
249.351,193.848,657.242,97.3392
248.157,194.978,659.91,98.5899
248.189,201.18,653.125,97.6927
258.206,192.77,655.402,102.855
254.948,198.149,660.601,99.5215
251.559,199.719,662.087,97.3779
258.216,198.8,656.93,95.8522
252.872,196.414,653.076,96.3732
253.135,192.735,665.197,98.337
249.552,193.705,653.038,96.5968
249.661,193.008,654.844,100.423
255.493,197.871,656.412,103.008
257.587,196.384,655.09,96.3571
254.442,193.744,663.332,97.6627
253.078,200.331,665.377,97.1107
253.017,196.818,656.364,95.502
252.759,195.186,658.074,97.6263
261.451,194.64,651.342,98.3232
250.59,199.45,653.418,97.1022
254.057,199.92,652.234,97.1644
255.138,195.908,659.407,99.6518
253.5,195.438,657.346,99.7592
251.899,195.224,675.815,97.9938
248.834,192.668,648.407,97.2321
248.73,193.763,656.707,95.8861
251.383,193.646,653.767,96.8828
253.106,196.339,656.792,100.501
255.747,195.909,656.273,98.6389
256.166,196.395,666.197,103.047
258.064,195.38,659.417,99.5211
251.297,196.02,659.114,97.7741
254.98,195.417,655.661,97.8116
249.986,204.675,667.973,99.4593
252.397,192.653,658.848,97.9519
249.252,199.882,652.107,96.8106
251.148,195.559,658.824,97.5142
248.225,197.193,662.052,97.351
251.901,193.698,653.035,99.6668
249.697,193.012,650.467,99.8142
251.658,193.599,648.618,98.1747
253.145,195.738,654.626,96.7126
249.748,193.601,649.098,98.5923
248.018,194.512,660.471,96.831
250.144,193.779,656.25,97.0463
256.099,195.865,666.967,99.956
248.928,205.934,654.199,98.3169
254.544,218.554,658.492,99.1336
248.182,194.997,666.154,100.286
249.809,195.469,655.851,98.0158
254.368,192.914,661.101,97.6327
254.578,198.437,651.27,97.7096
250.17,194.912,658.686,95.5949
262.037,200.693,652.048,96.2176
252.062,197.592,667.853,98.6018
255.371,196.291,657.229,98.3719
251.7,197.445,665.673,96.2397
251.743,199.303,651.006,101.361
250.998,195.949,654.622,96.7695
253.986,195.584,658.391,97.9309
252.106,192.407,664.29,97.042
248.827,193.329,658.666,98.1763
251.949,195.788,654.505,101.032
248.649,195.196,657.895,97.5272
250.992,195.989,662.142,97.8392
257.134,196.246,664.661,97.2482
251.289,195.289,658.058,96.9552
258.542,195.539,657.615,101.507
250.664,200.865,659.769,99.1608
255.194,192.089,652.819,100.779
253.797,192.618,662.08,95.7754
251.307,193.493,662.73,100.207
249.216,197.023,661.769,99.9386
255.519,194.992,653.798,98.1956
257.299,197.838,667.698,98.0539
252.372,193.219,655.303,96.2273
258.325,193.104,653.903,97.5098
258.751,193.908,670.636,95.4262
255.25,200.74,652.831,97.2215
257.051,198.958,658.402,97.7469
253.606,196.112,655.865,97.9802
252.228,193.75,665.889,98.7573
252.179,195.357,660.181,97.0255
247.553,197.212,665.698,98.2873
252.015,195.678,657.327,102.375
260.534,196.863,652.832,100.701
258.312,195.119,667.328,101.749
251.214,195.962,662.555,98.4054
252.246,195.877,653.806,101.363
253.018,194.611,669.411,95.4847
263.595,193.21,670.718,96.9805
253.758,196.538,671.126,96.2203
251.44,196.375,653.936,99.3567
252.288,193.243,660.272,100.307
249.826,195.13,654.884,100.575
254.02,196.656,654.447,98.5378
254.262,194.733,655.215,97.7247
251.196,200.441,659.128,97.0357
261.393,193.394,667.808,97.8693
257.279,200.916,655.927,100.193
285.461,197.288,651.122,102.291
252.41,197.586,673.522,97.8918
251.327,194.586,653.626,96.8039
250.206,199.361,656.053,100.097
250.952,194.582,660.482,95.9216
249.936,195.027,657.315,97.8349
250.128,194.182,656.092,97.7161
251.397,195.035,653.576,98.3328
252.405,199.578,672.328,97.5106
246.083,194.999,655.428,96.2914
256.11,195.924,664.418,102.751
248.85,198.483,650.541,97.4805
250.422,196.674,655.402,101.062
253.394,196.665,660.906,98.025
250.453,196.194,654.986,97.172
253.251,194.792,656.58,97.4605
248.85,201.159,657.645,96.6063
254.919,196.021,658.906,97.5351
249.452,200.426,658.602,97.3771
251.409,199.554,656.813,97.061
256.549,194.233,654.302,98.377
256.526,193.893,654.781,99.8256
247.804,192.796,661.37,99.2919
257.143,194.884,654.704,103.42
253.305,192.9,654.244,96.9428
248.268,193.928,659.731,101.361
255.153,197.633,654.149,95.5372
250.887,204.373,665.729,97.1353
255.592,193.388,652.725,96.1117
250.14,197.498,650.135,98.1702
257.761,195.691,652.7,96.103
256.019,193.765,662.189,98.7148
250.476,196.182,660.942,100.24
254.035,194.989,653.917,96.8002
252.806,195.967,667.264,100.438
250.348,194.156,661.65,96.9398
251.307,194.774,660.867,97.6034
261.813,193.388,655.718,97.4806
249.514,196.617,654.929,105.272
255.72,195.806,657.332,98.1976
249.409,195.612,657.111,98.6214
253.76,194.204,654.308,98.8767
261.536,194.708,653.425,97.3434
251.636,196.765,653.71,100.498
261.039,192.692,652.912,95.9678
253.517,194.781,653.264,101.293
252.493,193.688,654.914,99.4666
250.668,200.144,657.451,97.7223
255.26,195.267,655.37,96.5829
255.554,195.52,662.637,97.7058
250.7,200.127,649.127,96.724
250.933,207.008,663.874,97.5134
255.916,195.551,660.042,98.2842
250.51,198.026,663.934,97.9791
251.385,199.39,658.313,97.1507
260.608,194.376,667.441,100.455
251.138,196.118,654.168,102.837
251.756,195.318,671.497,104.107
248.459,195.648,659.603,97.319
259.89,193.579,654.745,98.1901
249.636,202.542,659.326,96.9401
257.185,192.704,659.817,97.3572
252.652,193.491,658.709,98.1348
249.552,196.65,654.282,101.633
248.458,196.148,675.255,100.122
252.998,199.531,665.544,97.3415
258.92,193.128,663.727,103.031
253.841,195.214,655.129,96.7482
253.827,200.238,673.225,96.7592
248.362,199.118,661.792,97.707
257.288,197.946,656.839,103.431
253.966,197.538,659.815,99.659
253.735,201.151,657.1,96.1224
252.248,197.476,659.936,96.1575
251.133,200.682,650.987,96.5621
249.645,205.188,655.717,99.3469
256.673,194.557,666.077,99.6459
252.799,197.783,656.435,109.169
256.152,200.037,657.226,113.502
259.682,195.045,665.335,98.7041
249.89,194.919,652.303,97.9446
249.558,203.29,682.95,100.812
252.37,223.826,658.523,97.6729
257.772,196.889,662.098,97.219
250.755,197.756,655.585,96.8367
251.155,196.028,652.552,102.817
249.614,198.586,653.202,99.3872
253.112,196.674,652.139,97.8622
248.751,197.375,665.779,99.2714
251.031,193.529,656.12,96.4171
253.098,195.048,658.004,98.3406
251.885,197.195,660.609,97.9664
250.682,200.078,655.834,98.0762
249.383,194.385,652.271,95.9789
254.75,193.087,661.593,100.939
250.022,193.109,655.171,97.4513
261.62,193.445,652.395,98.3909
253.16,196.94,655.916,96.984
250.373,198.017,652.371,96.3628
253.433,203.757,664.88,98.3295
249.702,197.581,662.191,93.9099
254.665,194.954,652.157,97.1195
247.64,195.855,651.937,96.3132
250.947,197.036,657.713,95.4579
254.962,194.938,662.809,97.6777
251.305,197.661,653.053,102.05
251.262,198.176,654.458,100.868
259.008,194.655,656.575,96.9903
252.941,193.91,653.783,97.5351
250.188,196.397,658.771,99.6641
254.507,195.864,656.07,98.7673
255.059,197.147,653.969,100.092
254.182,195.529,653.44,97.411
254.474,197.44,653.477,99.5242
262.991,197.444,652.522,96.9361
253.545,199.268,661.981,98.4868
251.269,195.059,662.391,98.5599
249.192,200.264,663.393,97.247
249.157,203.976,657.699,101.139
253.997,192.67,668.719,98.6042
258.473,196.255,657.069,99.6783
254.042,196.204,661.216,96.7824
251.454,194.667,654.734,99.9931
247.807,194.305,653.961,95.8333
248.69,192.496,662.683,95.9307
250.918,199.399,662.547,97.6557
250.857,194.273,665.92,96.4723
254.22,202.921,661.143,98.5204
259.67,194.656,654.694,96.8587
252.301,197.749,653.599,99.6278
250.028,194.855,652.732,96.1725
251.223,196.029,649.154,96.7881
248.233,194.123,662.146,95.7056
252.082,192.936,658.668,96.1879
252.648,195.556,658.6,97.989
249.936,197.295,652.262,99.6083
252.697,205.781,656.345,97.0471
250.43,196.829,652.967,97.0729
252.114,197.536,665.272,96.0421
254.576,192.654,653.179,97.2207
249.5,195.619,669.505,98.531
252.497,196.722,656.871,98.2533
257.046,197.817,658.251,97.789
257.059,192.667,660.635,96.9389
259.76,193.115,666.038,98.9681
254.089,194.137,662.072,98.1332
254.13,192.734,658.429,97.2302
249.83,195.726,654.474,100.538
249.363,195.926,653.715,98.2272
252.951,194.165,658.31,97.6663
251.97,193.219,661.529,98.0459
248.684,195.937,665.327,99.7976
264.769,194.725,669.22,97.3846
253.884,197.361,655.134,96.9161
258.597,194.264,654.739,100.36
259.892,196.317,659.174,99.3389
256.555,194.141,655.083,97.7611
252.051,193.04,658.696,97.5971
254.514,197.987,658.563,97.6276
250.403,212.414,654.164,99.5377
258.537,195.435,655.508,102.567
253.87,193.585,671.02,97.1784
249.227,196.683,675.99,101.495
250.061,195.335,653.986,99.7285
255.017,196.686,665.393,99.6028
255.691,195.275,657.257,96.9065
254.535,196.44,651.023,96.7202
255.037,204.292,654.702,97.1776
253.086,197.304,651.411,98.0348
256.171,197.268,666.072,99.1355
250.768,195.387,663.37,97.351
249.005,196.008,655.637,98.4153
251.765,193.452,653.521,97.5019
250.82,193.551,653.101,97.4197
247.993,195.056,660.484,97.8405
249.613,194.569,654.108,100.342
249.764,198.796,672.868,101.517
248.798,196.374,656.106,96.3945
256.579,194.541,657.616,97.9886
254.295,199.344,657.922,97.3917
249.732,195,656.597,100.892
252.232,195.737,651.051,97.1258
255.98,196.118,658.785,103.269
253.175,199.492,649.087,102.132
249.996,198.201,655.6,97.1174
258.335,195.812,660.323,99.5013
252.499,196.059,662.278,95.9956
254.268,198.41,666.75,96.6899
254.397,196.75,657.739,97.2684
250.881,199.625,661.83,96.4661
253.078,193.589,651.286,97.5714
251.724,193.807,659.005,95.6972
255.434,195.761,657.822,98.8399
248.327,199.715,656.493,97.7547
248.004,195.221,653.413,96.928
253.155,193.484,663.95,96.8054
252.32,199.739,670.489,97.9388
252.55,192.875,661.671,97.7899
250.395,195.615,662.937,98.413
250.119,196.298,653.765,99.6092
250.185,195.792,670.439,101.055
251.079,194.704,651.849,96.8938
271.605,198.732,657.506,97.415
252.595,197.325,652.286,97.515
257.963,193.48,657.789,96.8169
255.057,198.119,661.517,96.5866
249.713,198.76,661.594,99.5235
249.77,198.575,655.702,97.3059
250.16,194.639,653.289,100.281
263.789,197.568,670.533,97.9282
251.868,195.092,673.85,95.0715
252.629,200.392,657.018,97.6999
250.134,195.905,654.739,104.044
256.496,200.537,657.565,98.9687
250.974,193.876,658.907,96.8165
252.45,192.644,667.866,95.6218
261.392,194.954,657.997,97.3111
251.34,192.649,651.862,97.159
250.429,201.404,650.576,99.1181
254.675,197.481,659.632,97.0951
252.792,200.79,653.157,97.6596
253.539,195.685,653.347,95.4045
255.855,192.784,659.912,97.6433
261.071,193.667,656.159,98.1594
252.624,193.512,668.854,98.0962
254.331,195.725,664.158,99.1094
251.34,199.849,660.448,97.56
250.657,200.573,666.201,96.8576
248.893,196.186,653.592,96.0496
256.737,198.679,655.495,99.1789
256.259,197.548,661.046,97.1474
249.916,195.107,657.232,97.7256
251.297,193,666.303,97.8488
253.179,194.28,665.46,95.3847
247.469,193.354,670.004,98.3074
251.574,200.128,656.819,95.9438
250.729,199.387,657.181,97.5362
252.473,197.787,649.255,98.6393
251.489,198.76,653.446,95.8798
252.076,194.167,654.404,96.0872
251.605,193.823,654.405,96.4045
250.565,193.531,659.081,102.856
249.469,195.952,655.359,96.2756
257.067,197.431,652.325,96.9556
253.971,195.049,649.214,100.472
253.469,198.347,649.785,95.5432
253.464,195.541,650.607,95.7123
250.497,196.491,648.866,96.1563
251.315,192.792,687.725,98.6974
252.659,209.621,667.484,97.6397
248.371,215.328,651.327,97.974
247.989,195.584,648.985,95.1682
249.075,199.312,661.908,98.1422
249.412,194.237,651.889,96.8753
248.845,193.957,654.099,96.9918
248.492,193.042,654.915,99.8996
249.371,192.828,655.106,98.7435
249.061,192.834,658.168,96.9315
249.042,195.111,654.933,95.7889
247.06,193.515,653.687,96.5825
251.511,192.376,649.477,99.8147
247.85,193.35,645.373,97.3945
248.366,192.351,653.585,99.6771
252.008,192.328,739.466,95.6284
256.174,192.142,660.988,100.142
251.645,193.207,684.057,97.6628
250.282,193.761,653.836,98.4457
252.204,193.533,649.305,97.3799
250.532,193.165,653.318,99.0809
253.482,192.734,650.938,95.6645
247.983,192.041,653.65,103.38
248.801,194.284,653.596,96.6023
251.773,198.696,652.062,96.8766
249.07,198.747,655.329,96.4127
256.663,192.617,652.597,98.6275
247.511,195.252,651.71,96.2259
248.834,195.307,651.284,97.5347
252.221,195.132,651.162,97.011
250.181,192.826,656.48,97.0673
253.026,194.251,786.64,98.5014
249.111,192.999,652.44,96.5135
249.475,195.212,651.584,98.9424
250.6,192.142,656.29,96.2073
247.876,193.58,664.743,98.8763
247.871,192.345,652.063,98.1494
249.179,192.205,651.123,97.6591
249.549,193.238,649.419,99.994
248.056,192.607,650.458,96.7963
251.718,192.071,652.485,97.9499
247.153,192.297,656.534,96.028
248.345,195.479,651.158,96.8525
249.488,198.743,653.706,96.2539
250.995,192.999,651.001,97.3086
247.108,192.306,646.304,95.691
245.973,195.161,652.222,95.8743
249.713,194.399,649.254,96.0118
248.19,194.349,659.141,96.3784
248.761,193.395,656.967,96.4609
253.136,200.719,652.129,96.2116
249.454,193.599,652.007,97.6887
249.369,192.725,659.154,96.8181
247.804,192.642,650.364,97.8903
248.732,193.761,654.373,95.6818
252.063,219.686,667.866,96.0999
246.71,235.643,675.483,96.6628
254.403,199.938,665.319,96.4305
259.702,199.5,653.62,96.3918
260.187,205.399,652.082,96.7798
249.468,192.727,653.75,96.1946
251.673,193.284,653.389,96.0201
252.152,192.431,656.822,96.1674
249.272,192.154,651.608,98.6539
245.61,193.225,650.145,96.5214
249.604,195.26,647.913,96.4796
250.276,193.23,652.786,97.4636
249.991,192.373,658.704,99.7621
249.408,192.049,660.931,98.3824
248.638,194.267,663.443,96.6301
247.487,201.744,680.205,96.8173
250.86,192.507,656.657,96.0691
248.684,192.844,655.908,97.626
250.312,192.625,652.123,97.0023
248.836,192.632,649.556,95.7054
246.723,193.078,652.852,95.3899
248.209,193.229,656.191,97.0792
251.569,193.716,648.907,96.3736
250.078,192.476,660.064,96.5359
249.044,194.385,654.655,97.7176
246.933,192.547,652.601,96.2009
248.894,194.57,653.007,96.306
250.029,193.126,652.688,95.9841
249.273,194.792,649.434,97.0595
249.485,194.024,649.174,97.7357
249.147,192.615,650.92,96.2689
249.881,195.194,644.993,99.7079
251.363,193.675,650.581,96.3645
248.188,193.421,651.19,96.0829
250.394,192.392,652.324,101.883
263.676,191.8,653.837,101.142
259.959,193.335,674.372,100.009
262.591,192.784,672.381,100.231
